"","State","District","Persons","Males","Females","Growth..1991...2001.","Rural","Urban","Scheduled.Caste.population","Percentage...SC.to.total","Number.of.households","Household.size..per.household.","Sex.ratio..females.per.1000.males.","Sex.ratio..0.6.years.","Scheduled.Tribe.population","Percentage.to.total.population..ST.","Persons..literate","Males..Literate","Females..Literate","Persons..literacy.rate","Males..Literatacy.Rate","Females..Literacy.Rate","Total.Educated","Data.without.level","Below.Primary","Primary","Middle","Matric.Higher.Secondary.Diploma","Graduate.and.Above","X0...4.years","X5...14.years","X15...59.years","X60.years.and.above..Incl..A.N.S..","Total.workers","Main.workers","Marginal.workers","Non.workers","SC.1.Name","SC.1.Population","SC.2.Name","SC.2.Population","SC.3.Name","SC.3.Population","Religeon.1.Name","Religeon.1.Population","Religeon.2.Name","Religeon.2.Population","Religeon.3.Name","Religeon.3.Population","ST.1.Name","ST.1.Population","ST.2.Name","ST.2.Population","ST.3.Name","ST.3.Population","Imp.Town.1.Name","Imp.Town.1.Population","Imp.Town.2.Name","Imp.Town.2.Population","Imp.Town.3.Name","Imp.Town.3.Population","Total.Inhabited.Villages","Drinking.water.facilities","Safe.Drinking.water","Electricity..Power.Supply.","Electricity..domestic.","Electricity..Agriculture.","Primary.school","Middle.schools","Secondary.Sr.Secondary.schools","College","Medical.facility","Primary.Health.Centre","Primary.Health.Sub.Centre","Post..telegraph.and.telephone.facility","Bus.services","Paved.approach.road","Mud.approach.road","Permanent.House","Semi.permanent.House","Temporary.House"
"495","UP","District Jyotiba Phule Nagar * (06), Uttar Pradesh (09)",1499068,795228,703840,"29.72","1130881",NA,NA,NA,227569,7,885,910,"24","0",592056,398603,193453,49.47,62.57,34.56,592056,18356,169030,160661,118818,97240,27853,201772,445373,755715,96208,478103,382742,95361,1020965,"1.Chamar etc.",224565,"2.Balmiki",20674,"3.Dhobi",6655,"1.Hindus",897785,"2.Muslims",590308,"3.Sikhs",5578,"1.Tharu","17","2.Bhotia","6","3.Generic Tribes etc.","1","1.Amroha (MB)",165129,"2.Hasanpur (MB)",53326,"3.Gajraula (NP)",39790,940,915,915,723,"184",NA,672,"129","51","5","320","13","11",267,"78","624","508",63.3,27,9.7
"496","UP","District Meerut (07), Uttar Pradesh (09)",2997361,1601578,1395783,"24.16","1545378",NA,NA,NA,458106,7,872,856,"236","0.01",1606469,992005,614464,64.79,75,53.12,1606469,36521,346517,366095,310234,387800,159151,342645,827678,1630384,196654,895856,737166,158690,2101505,"1.Chamar etc.",443200,"2.Balmiki",65570,"3.Khatik",11337,"1.Hindus",1964504,"2.Muslims",975715,"3.Sikhs",26434,"1.Tharu","150","2.Bhotia","47","3.Generic Tribes etc.","22","1.Meerut (M Corp.)",1068772,"2.Meerut (CB)",92944,"3.Mawana (MB)",69191,622,611,611,606,"60","85",555,"246","96","6","351","34","65",349,"248","569","147",65.4,28.9,5.7
"497","UP","District Baghpat * (08), Uttar Pradesh (09)",1163991,630077,533914,"13","934559",NA,NA,NA,168753,7,847,850,"48","0",615873,399716,216157,64.24,76.99,49.17,615873,17377,135812,136783,130501,159698,35506,136056,320255,609434,98246,380310,289862,90448,783681,"1.Chamar etc.",89732,"2.Balmiki",27232,"3.Generic Castes etc.",3829,"1.Hindus",854718,"2.Muslims",287871,"3.Jains",17929,"1.Generic Tribes etc.","26","2.Tharu","22","3.All Scheduled Tribes","48","1.Baraut (MB)",85708,"2.Khekada (NP)",40335,"3.Baghpat (MB)",36384,290,283,283,277,"79",NA,262,"111","90","6","111","17","26",181,"114","244","131",51.1,45.7,3.2
"498","UP","District Ghaziabad (09), Uttar Pradesh (09)",3290586,1769042,1521544,"47.47","1474171",NA,NA,NA,538009,6,860,854,"207","0.01",1899735,1168462,731273,69.74,79.84,58.01,1899735,46842,378697,412224,362683,485991,212861,375160,900196,1817207,198023,938251,799884,138367,2352335,"1.Chamar etc.",448862,"2.Balmiki",72764,"3.Kori",29887,"1.Hindus",2461008,"2.Muslims",782915,"3.Sikhs",21017,"1.Tharu","86","2.Bhotia","51","3.Generic Tribes etc.","43","1.Ghaziabad (M Corp.)",968256,"2.Hapur (MB)",211983,"3.Loni (NP)",120945,522,512,512,513,"100",NA,476,"207","61","13","456","30","114",302,"85","457","184",79.4,16.4,4.2
"499","UP","District Gautam Buddha Nagar * (10), Uttar Pradesh (09)",1202030,652819,549211,"35.7","752615",NA,NA,NA,204302,6,841,853,"398","0.03",675669,434749,240920,68.69,81.26,53.7,675669,17445,142970,141557,130814,158673,84210,145921,326027,648789,81293,363814,308884,54930,838216,"1.Chamar etc.",140549,"2.Balmiki",28069,"3.Khatik",6529,"1.Hindus",1028937,"2.Muslims",156415,"3.Sikhs",6797,"1.Tharu","197","2.Generic Tribes etc.","128","3.Bhotia","52","1.Noida (CT)",305058,"2.Dadri (MB)",57416,"3.Jewar (NP)",27016,392,388,388,360,"144",NA,326,"97","68","6","358","14","47",190,"75","289","160",80.6,13,6.5
"500","UP","District Bulandshahar",2913122,1550326,1362796,"22.22","2238664",NA,NA,NA,456218,6,879,867,"188","0.01",1408082,936195,471887,59.39,74.31,42.48,1408082,65687,338698,339719,295810,289415,78539,362750,825503,1492318,232551,1173805,786708,387097,1739317,"1.Chamar etc.",436047,"2.Balmiki",51804,"3.Khatik",37562,"1.Hindus",2285976,"2.Muslims",613660,"3.Sikhs",4598,"1.Generic Tribes etc.","188","2.All Scheduled Tribes","52","3.Generic Tribes etc.","52","1.Bulandshahr (MB)",176425,"2.Khurja (MB)",98610,"3.Sikandrabad (MB)",69867,1126,1119,1118,1054,"297",NA,989,"264","157","20","599","34","66",472,"214","925","384",71.8,19.9,8.3
"501","UP","District Aligarh (12), Uttar Pradesh (09)",2992286,1607402,1384884,"22.08","2127592",NA,NA,NA,465488,6,862,885,"230","0.01",1420604,938492,482112,58.48,71.71,43.03,1420604,53528,343151,320601,286958,314134,101715,370294,864640,1541877,215475,916298,697481,218817,2075988,"1.Chamar etc.",396997,"2.Khatik",57331,"3.Balmiki",55414,"1.Hindus",2438496,"2.Muslims",531956,"3.Sikhs",8145,"1.Generic Tribes etc.","189","2.Bhotia","30","3.Jaunsari","11","1.Aligarh (M Corp.)",669087,"2.Atrauli (MB)",43744,"3.Khair (MB)",27667,1180,1176,1176,1093,"335",NA,1027,"357","141","5","512","20","62",561,"138","919","600",78.1,9.7,12.2
"502","UP","District Hathras * (13), Uttar Pradesh (09)",1336031,718930,617101,"18.32","1071551",NA,NA,NA,208613,6,858,885,"69","0.01",675483,445192,230291,62.49,76.28,46.31,675483,20925,168516,159226,137286,150874,38630,168230,385098,682047,100656,391970,295388,96582,944061,"1.Chamar etc.",220953,"2.Dhobi",37195,"3.Kori",22775,"1.Hindus",1194514,"2.Muslims",134851,"3.Sikhs",2083,"1.Generic Tribes etc.","68","2.Jaunsari","1","3.All Scheduled Tribes","47","1.Hathras (MB)",123244,"2.Sikandra Rao (MB)",37938,"3.Sadabad (NP)",31742,656,652,652,570,"253",NA,513,"158","69","10","129","13","29",281,"23","493","310",79.6,7.2,13.2
"503","UP","District Mathura (14), Uttar Pradesh (09)",2074516,1127512,947004,"26.95","1487493",NA,NA,NA,317370,7,840,872,"231","0.01",1025566,696398,329168,61.46,76.47,43.43,1025566,32537,260307,236973,195806,230782,69029,269064,596888,1058677,149887,770918,538167,232751,1303598,"1.Chamar etc.",302459,"2.Balmiki",28951,"3.Kori",28868,"1.Hindus",1898399,"2.Muslims",167628,"3.Sikhs",3299,"1.Generic Tribes etc.","160","2.Bhotia","49","3.Jaunsari","15","1.Mathura (MB)",302770,"2.Vrindavan (MB)",56692,"3.Kosi Kalan (MB)",45721,736,721,720,628,"350",NA,624,"215","102","9","260","15","33",345,"74","597","320",89.2,4.3,6.5
"504","UP","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"505","UP","District Firozabad (16), Uttar Pradesh (09)",2052958,1108668,944290,"33.44","1430405",NA,NA,NA,308918,7,852,886,"193","0.01",1065525,680313,385212,64.48,75.89,50.95,1065525,25244,270443,265743,215628,229765,58570,264678,596453,1055924,135903,558941,455028,103913,1494017,"1.Chamar etc.",233693,"2.Dhobi",41407,"3.Kori",33383,"1.Hindus",1764268,"2.Muslims",260414,"3.Jains",19237,"1.Generic Tribes etc.","118","2.Bhotia","68","3.Jaunsari","5","1.Firozabad (MB)",279102,"2.Shikohabad (MB)",88161,"3.Tundla (MB)",40458,795,790,788,675,"263",NA,662,"203","78","16","338","21","68",272,"96","583","384",74.2,9.8,16
"506","UP","District Etah (17), Uttar Pradesh (09)",2790410,1509199,1281211,"24.2","2306747",NA,NA,NA,427839,7,849,891,"30","0",1220398,820349,400049,54.63,67.52,39.26,1220398,44689,317447,309113,241463,247453,60202,362298,816610,1411894,199608,802418,659834,142584,1987992,"1.Chamar etc.",285485,"2.Dhobi",71764,"3.Balmiki",40653,"1.Hindus",2434856,"2.Muslims",319386,"3.Buddhists",18815,"1.Generic Tribes etc.","25","2.Tharu","5","3.All Scheduled Tribes","25","1.Etah (MB)",107110,"2.Kasganj (MB)",92541,"3.Ganj Dundwara (MB)",41293,1517,1502,1501,1014,"364",NA,1219,"350","136","21","575","25","53",536,"188","949","941",66,8.5,25.5
"507","UP","District Mainpuri (18), Uttar Pradesh (09)",1596718,859934,736784,"21.5","1363625",NA,NA,NA,243022,7,857,892,"710","0.04",842119,536794,305325,65.09,76.7,51.41,842119,18133,195669,208417,197763,184805,37230,197128,458173,823383,118034,439198,365115,74083,1157520,"1.Chamar etc.",148402,"2.Dhanuk",62125,"3.Dhobi",40918,"1.Hindus",1485637,"2.Muslims",84577,"3.Buddhists",19078,"1.Tharu","395","2.Bhotia","312","3.Generic Tribes etc.","3","1.Mainpuri (MB)",92273,"2.Bhogaon (NP)",26805,"3.Karhal (NP)",24514,821,819,818,588,"240",NA,653,"193","64","12","192","24","39",231,"47","514","480",51.4,13.2,35.4
"508","UP","District Budaun (19), Uttar Pradesh (09)",3069426,1666669,1402757,"25.36","2512290",NA,NA,NA,471156,7,842,889,"106","0",924643,648501,276142,38.17,48.96,25.14,924643,35042,302281,229555,181719,136571,39150,428949,918976,1523612,197889,922100,768945,153155,2147326,"1.Chamar etc.",331011,"2.Balmiki",56712,"3.Dhobi",55713,"1.Hindus",2402152,"2.Muslims",654797,"3.Buddhists",5022,"1.Generic Tribes etc.","65","2.Tharu","40","3.Bhotia","1","1.Budaun (MB)",148029,"2.Sahaswan (MB)",58184,"3.Ujhani (MB)",51051,1782,1768,1767,1040,"462",NA,1348,"260","66","8","448","26","71",420,"197","917","1002",43.1,20.2,36.7
"509","UP","District Bareilly (20), Uttar Pradesh (09)",3618589,1934119,1684470,"26.96","2427139",NA,NA,NA,554761,7,871,905,"375","0.01",1387124,914216,472908,47.84,58.73,35.22,1387124,61313,390960,318039,272576,242633,101026,474688,1069294,1862784,211823,1095081,862821,232260,2523508,"1.Chamar etc.",250911,"2.Dhobi",72628,"3.Balmiki",55294,"1.Hindus",2345325,"2.Muslims",1226386,"3.Sikhs",28971,"1.Tharu","243","2.Bhotia","80","3.Generic Tribes etc.","47","1.Bareilly (M Corp.)",718395,"2.Faridpur (MB)",61139,"3.Baheri (MB)",58492,1865,1855,1854,1301,"1002",NA,1394,"277","60","3","353","20","37",823,"155","1281","639",64.4,21.9,13.7
"510","UP","District Pilibhit (21), Uttar Pradesh (09)",1645183,876368,768815,"28.11","1350959",NA,NA,NA,254070,6,877,939,"1793","0.11",657860,443104,214756,49.81,62.49,35.11,657860,29001,200415,176658,130982,94681,25895,212822,487217,841728,103416,461339,360300,101039,1183844,"1.Chamar etc.",92574,"2.Pasi etc.",41941,"3.Dhobi",37930,"1.Hindus",1173317,"2.Muslims",390773,"3.Sikhs",75479,"1.Tharu","1222","2.Bhotia","225","3.Generic Tribes etc.","190","1.Pilibhit (MB)",124245,"2.Bisalpur (MB)",60681,"3.Puranpur (MB)",37233,1216,1191,1188,806,"497",NA,860,"174","24","2","150","8","24",426,"110","771","529",50.9,25.7,23.3
"511","UP","District Shahjahanpur (22), Uttar Pradesh (09)",2547855,1383408,1164447,"28.28","2022329",NA,NA,NA,400657,6,842,897,"97","0",1004296,668242,336054,49.09,59.73,36.25,1004296,46254,301453,267891,195084,153057,40276,328097,741587,1315712,162459,729525,615499,114026,1818330,"1.Chamar etc.",194784,"2.Dhobi",66941,"3.Pasi etc.",52046,"1.Hindus",2028913,"2.Muslims",455049,"3.Sikhs",54503,"1.Tharu","63","2.Jaunsari","20","3.Bhotia","14","1.Shahjahanpur (MB)",296662,"2.Tilhar (MB)",52911,"3.Jalalabad (MB)",31131,2157,2115,2114,1115,"680",NA,1422,"305","63","9","537","31","59",582,"109","998","1362",40.9,15.8,43.3
"512","UP","District Kheri (23), Uttar Pradesh (09)",3207232,1713908,1493324,"32.28","2861695",NA,NA,NA,509388,6,871,942,"37949","1.18",1244189,825048,419141,48.39,59.5,35.38,1244189,112257,373346,332730,224634,152601,48189,415269,915623,1648040,228300,1008552,838041,170511,2198680,"1.Chamar etc.",353143,"2.Pasi etc.",333880,"3.Dhobi",50960,"1.Hindus",2482852,"2.Muslims",612638,"3.Sikhs",84517,"1.Tharu","36184","2.Jaunsari","847","3.Bhotia","397","1.Lakhimpur (MB)",121486,"2.Gola Gokarannath (MB)",53842,"3.Mohammadi (MB)",38451,1709,1685,1683,1173,"756",NA,1384,"349","80","10","594","35","80",930,"176","886","1184",39.4,8.4,52.2
"513","UP","District Sitapur (24), Uttar Pradesh (09)",3619661,1941374,1678287,"26.58","3186973",NA,NA,NA,596177,6,864,935,"367","0.01",1404443,943222,461221,48.32,59.97,34.59,1404443,88028,435619,374428,264396,186665,54991,468408,1015093,1874639,261521,1125509,923925,201584,2494152,"1.Pasi etc.",599413,"2.Chamar etc.",437085,"3.Dhobi",59687,"1.Hindus",2898247,"2.Muslims",696126,"3.Sikhs",11567,"1.Generic Tribes etc.","161","2.Bhotia","85","3.Tharu","72","1.Sitapur (MB)",151908,"2.Laharpur (MB)",50092,"3.Biswan (MB)",48234,2321,2312,2312,1271,"909",NA,1747,"473","88","8","603","49","60",962,"131","1167","1660",31.7,6,62.2
"514","UP","District Hardoi (25), Uttar Pradesh (09)",3398306,1842698,1555608,"23.67","2990993",NA,NA,NA,560319,6,844,914,"203","0.01",1420161,964239,455922,51.88,64.39,36.77,1420161,43704,421372,403917,282722,214492,53650,434579,965262,1758832,239633,1097661,904115,193546,2300645,"1.Chamar etc.",497693,"2.Pasi etc.",424758,"3.Dhobi",59039,"1.Hindus",2930439,"2.Muslims",445419,"3.Buddhists",12353,"1.Generic Tribes etc.","107","2.Raji","68","3.Bhotia","25","1.Hardoi (MB)",112486,"2.Shahabad (MB)",67751,"3.Sandila (MB)",48899,1901,1864,1864,865,"617",NA,1498,"408","113","26","463","30","58",432,"170","1036","1233",31.2,6.5,62.3
"515","UP","District Unnao (26), Uttar Pradesh (09)",2700324,1422509,1277815,"22.72","2288781",NA,NA,NA,465061,6,898,922,"957","0.04",1215090,778699,436391,54.64,66.28,41.59,1215090,39489,329946,331098,260419,200805,53066,307896,759225,1424313,208890,926335,685498,240837,1773989,"1.Pasi etc.",396538,"2.Chamar etc.",290189,"3.Dhobi",52906,"1.Hindus",2397705,"2.Muslims",296780,"3.Sikhs",1944,"1.Tharu","874","2.Generic Tribes etc.","66","3.Raji","9","1.Unnao (MB)",144662,"2.Gangaghat (MB)",70803,"3.Bangarmau (MB)",31871,1689,1675,1675,1000,"679",NA,1273,"339","100","12","413","32","114",610,"106","767","1269",30.8,13.4,55.7
"516","UP","District Lucknow (27), Uttar Pradesh (09)",3647834,1932317,1715517,"33.25","1326873",NA,NA,NA,644269,6,888,915,"2868","0.08",2129942,1250877,879065,68.71,75.98,60.47,2129942,61069,389674,407935,360060,538835,371574,358658,912521,2129721,246934,1086400,900181,186219,2561434,"1.Pasi etc.",334398,"2.Chamar etc.",229704,"3.Rawat",47396,"1.Hindus",2852721,"2.Muslims",748687,"3.Sikhs",23110,"1.Tharu","2246","2.Bhotia","212","3.Generic Tribes etc.","198","1.Lucknow (M Corp.)",2185927,"2.Lucknow (CB)",59582,"3.Kakori (NP)",16860,822,822,822,697,"383",NA,686,"159","42","6","272","25","32",372,"50","582","497",70.6,7.7,21.7
"517","UP","District Rae Bareli (28), Uttar Pradesh (09)",2872335,1472230,1400105,"23.66","2598337",NA,NA,NA,499185,6,951,941,"1802","0.06",1259547,810498,449049,53.79,67.61,39.3,1259547,50749,330304,335367,257191,227681,57701,347581,804719,1497090,222945,1023506,660527,362979,1848829,NA,474133,NA,226481,NA,66161,NA,2526010,NA,340129,NA,2901,"1.Tharu","1640","2.Generic Tribes etc.","120","3.Bhotia","16",NA,169333,NA,24363,"(NP)",21142,1733,1719,1719,1609,"690",NA,1270,"301","111","35","505","47","51",706,"106","825","1330",34.2,8.3,57.6
"518","UP","District Farrukhabad (29), Uttar Pradesh (09)",1570408,849800,720608,"22.8","1228864",NA,NA,NA,241422,7,848,897,"911","0.06",780747,496475,284272,60.89,71.14,48.65,780747,29656,194876,194992,160631,159121,41417,187965,450386,822847,109210,462853,380901,81952,1107555,"1.Chamar etc.",126154,"2.Dhanuk",37970,"3.Dhobi",32031,"1.Hindus",1326118,"2.Muslims",232599,"3.Buddhists",4983,"1.Buksa","806","2.Bhotia","58","3.Generic Tribes etc.","39","1.Farrukhabad-cum-Fatehgarh (MB2)28,333",NA,"2.Kaimganj (MB)",31150,"3.Shamsabad (NP)",23596,883,869,869,618,"286",NA,683,"190","87","11","176","11","34",474,"132","488","488",52.5,13.3,34.2
"519","UP","District Kannauj * (30), Uttar Pradesh (09)",1388923,744170,644753,"19.58","1156951",NA,NA,NA,212647,7,866,911,"47","0",698434,442446,255988,61.88,72.76,49.16,698434,18073,170818,175550,165586,138322,30008,169117,407387,716251,96168,457591,347072,110519,931332,"1.Chamar etc.",141819,"2.Dhanuk",42694,"3.Dhobi",23643,"1.Hindus",1164479,"2.Muslims",219104,"3.Buddhists",2234,"1.Bhotia","35","2.Buksa","6","3.Generic Tribes etc.","3","1.Kannauj (MB)",71727,"2.Chhibramau (MB)",50268,"3.Gursahaiganj (MB)",35597,693,686,685,459,"270",NA,572,"159","82","11","234","17","27",303,"61","315","492",41.7,14.5,43.8
"520","UP","District Etawah (31), Uttar Pradesh (09)",1338871,720749,618122,"21.59","1030789",NA,NA,NA,214222,6,858,894,"16","0",766407,475991,290416,69.57,79.92,57.38,766407,15189,167879,191208,182517,163037,46519,156367,367369,708156,106979,368609,298612,69997,970262,"1.Chamar etc.",190517,"2.Dhanuk",39088,"3.Kori",25678,"1.Hindus",1233025,"2.Muslims",95926,"3.Jains",4176,"1.Bhotia","7","2.Generic Tribes etc.","4","3.Tharu","4","1.Etawah (MB)",210453,"2.Bharthana (MB)",38779,"3.Jaswantnagar (MB)",25333,686,685,685,524,"289","186",597,"304","50","3","104","11","6",281,"52","489","143",59.6,13.1,27.3
"521","UP","District Auraiya * (32), Uttar Pradesh (09)",1179993,635762,544231,"14.7","1011026",NA,NA,NA,193269,6,856,894,"68","0.01",680440,418605,261835,70.5,80.14,59.13,680440,10306,152325,164161,167635,145814,40118,142163,325391,622006,90433,388260,285149,103111,791733,"1.Chamar etc.",210649,"2.Dhanuk",38687,"3.Kori",22478,"1.Hindus",1089991,"2.Muslims",83719,"3.Buddhists",2820,"1.Generic Tribes etc.","41","2.Tharu","21","3.Bhotia","6","1.Auraiya (MB)",64740,"2.Bidhuna (NP)",24789,"3.Babarpur Ajitmal (NP)",24549,776,764,764,406,"312",NA,602,"269","63","8","126","14","5",206,"70","466","433",44.1,20.3,35.6
"522","UP","District Kanpur Dehat (33), Uttar Pradesh (09)",1563336,844339,718997,"21.55","1455569",NA,NA,NA,259937,6,852,892,"382","0.02",852350,531763,320587,66.44,76.39,54.64,852350,40379,191474,204604,204088,175786,35974,187308,426094,803574,146360,513211,377230,135981,1050125,NA,234591,NA,44780,NA,37732,NA,1410225,NA,145525,NA,3123,"1.Tharu","267","2.Generic Tribes etc.","111","3.Raji","4","(NP)",20433,NA,20107,NA,17379,971,965,965,526,"261",NA,825,"240","114","11","431","18","53",330,"69","547","693",32.9,30.3,36.8
"523","UP","District Kanpur Nagar (34), Uttar Pradesh (09)",4167999,2247216,1920783,"27.17","1370488",NA,NA,NA,714380,6,855,868,"2051","0.05",2659833,1549505,1110328,74.37,80.25,67.46,2659833,126997,427139,523812,513054,722936,344813,392312,1015726,2419625,340336,1247833,1040278,207555,2920166,"1.Chamar etc.",304424,"2.Kori",95008,"3.Pasi etc.",89895,"1.Hindus",3448024,"2.Muslims",653881,"3.Sikhs",37271,"1.Tharu","1248","2.Generic Tribes etc.","433","3.Buksa","237","1.Kanpur (M Corp.)",2551337,"2.Kanpur (CB)",100796,"3.Ghatampur (MB)",35638,909,897,897,633,"373",NA,783,"270","85","13","419","30","87",383,"56","685","427",65,19.5,15.5
"524","UP","District Jalaun",1454452,786641,667811,"27.17","1113926",NA,NA,NA,230664,6,849,889,"140","0.01",782033,509536,272497,64.52,77.39,49.21,782033,25732,166869,198625,168398,170971,51376,157483,384698,787702,124569,522881,356090,166791,931571,"1.Chamar etc.",240753,"2.Kori",61470,"3.Dhobi",30203,"1.Hindus",1299829,"2.Muslims",146317,"3.Buddhists",5452,"1.Tharu","119","2.Generic Tribes etc.","11","3.Buksa","10","1.Orai (MB)",139318,"2.Konch (MB)",50844,"3.Jalaun (MB)",50057,937,916,916,618,"436",NA,822,"259","77","10","317","22","52",475,"139","514","573",52.5,44.9,2.6
"525","UP","District Jhansi (36), Uttar Pradesh (09)",1744931,932818,812113,"23.23","1033171",NA,NA,NA,289863,6,871,885,"1070","0.06",958769,617507,341262,65.47,78.76,50.16,958769,35153,199330,237254,202763,203745,80467,187108,438923,984999,133901,646007,466903,179104,1098924,"1.Chamar etc.",271048,"2.Kori",88814,"3.Dhobi",40946,"1.Hindus",1592741,"2.Muslims",129785,"3.Jains",7620,"1.Generic Tribes etc.","983","2.Buksa","57","3.Bhotia","14","1.Jhansi (MB)",383644,"2.Mauranipur (MB)",50882,"3.Babina (CB)",29292,764,750,750,518,"354",NA,657,"203","40","4","285","15","41",381,"146","435","410",68,31.2,0.8
"526","UP","District Lalitpur (37), Uttar Pradesh (09)",977734,519413,458321,"29.98","835790",NA,NA,NA,166012,6,882,930,"2","0",384491,265227,119264,49.46,63.81,32.97,384491,10069,124307,112900,73177,46384,17649,137620,267019,506848,66247,422365,289137,133228,555369,"1.Chamar etc.",138167,"2.Saharya",44587,"3.Dhobi",20857,"1.Hindus",926441,"2.Muslims",28796,"3.Jains",19797,"1.Generic Tribes etc.","1","2.Tharu","1","3.All Scheduled Tribes","-","1.Lalitpur (MB)",111892,"2.Talbehat (NP)",12665,"3.Pali (NP)",8719,697,669,669,352,"237",NA,569,"155","14","-","164","13","19",247,"201","300","420",69.5,29.9,0.6
"527","UP","District Hamirpur (38), Uttar Pradesh (09)",1043724,563801,479923,"17.85","869916",NA,NA,NA,175948,6,851,903,"166","0.02",490606,333921,156685,57.38,71.87,40.14,490606,14176,127621,132703,109254,81039,25732,123497,285688,546346,88193,408700,270959,137741,635024,"1.Chamar etc.",133601,"2.Kori",44258,"3.Basor",26251,"1.Hindus",959438,"2.Muslims",83064,"3.Sikhs",453,"1.Bhotia","136","2.Generic Tribes etc.","22","3.Tharu","8","1.Rath (MB)",55950,"2.Maudaha (MB)",34730,"3.Hamirpur (MB)",32046,521,512,512,345,"206",NA,464,"189","24","1","264","17","65",245,"120","353","230",41.2,58.1,0.6
"528","UP","District Mahoba * (39), Uttar Pradesh (09)",708447,379691,328756,"21.8","553552",NA,NA,NA,118970,6,866,901,"65","0.01",305662,209207,96455,53.28,67.74,36.41,305662,9387,88463,85608,62340,44785,15048,90536,189194,370284,58433,299772,204026,95746,408675,"1.Chamar etc.",116164,"2.Kori",24117,"3.Basor",20011,"1.Hindus",659538,"2.Muslims",47335,"3.Sikhs",596,"1.Bhotia","65","2.All Scheduled Tribes","37","3.Bhotia","37","1.Mahoba (MB)",78782,"2.Charkhari (MB)",23940,"3.Kabrai (NP)",21260,421,403,403,172,"148","14",358,"99","11","-","131","8","24",134,"54","197","253",48.7,50.9,0.4
"529","UP","District Banda (40), Uttar Pradesh (09)",1537334,826544,710790,"18.49","1293316",NA,NA,NA,249911,6,860,916,"54","0",670986,462956,208030,54.38,69.28,36.78,670986,21620,196964,177757,128951,106364,39166,202221,425496,788637,120980,619361,412443,206918,917973,"1.Chamar etc.",213002,"2.Kori",52162,"3.Dhobi",19783,"1.Hindus",1408201,"2.Muslims",126203,"3.Jains",884,"1.Buksa","22","2.Jaunsari","20","3.Generic Tribes etc.","12","1.Banda (MB)",134839,"2.Atarra (MB)",42384,"3.Baberu (NP)",14499,682,675,675,438,"238","133",590,"246","35","4","191","14","33",243,"112","374","390",22.1,77.1,0.8
